host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,Year
Chris,Manhattan,Lower East Side,40.72101,-73.98905,Entire home/apt,140,4,119,5/27/2019,2019
Kallie,Brooklyn,Prospect-Lefferts Gardens,40.65599,-73.95746,Private room,60,3,0,,
Julienne,Brooklyn,Park Slope,40.67533,-73.9793,Entire home/apt,350,7,0,,
Kari,Brooklyn,Williamsburg,40.71214,-73.95111,Entire home/apt,175,3,5,8/15/2016,2016
Clement,Manhattan,Chelsea,40.74465,-73.9955,Private room,110,3,2,9/6/2015,2015
Theresa,Manhattan,Harlem,40.81346,-73.94458,Entire home/apt,177,3,122,6/20/2019,2019
Eric,Brooklyn,Park Slope,40.6746,-73.97901,Entire home/apt,275,30,12,9/3/2017,2017
Nick,Queens,Ditmars Steinway,40.76962,-73.89604,Entire home/apt,99,1,49,9/3/2018,2018
Kate,Manhattan,West Village,40.73086,-74.00507,Private room,105,2,111,7/4/2019,2019
Mike,Queens,Maspeth,40.72721,-73.89346,Entire home/apt,200,4,1,5/23/2019,2019
Jennifer,Manhattan,Harlem,40.82606,-73.95075,Private room,58,3,27,12/10/2016,2016
Valentino,Manhattan,Upper West Side,40.80157,-73.96635,Private room,100,9,3,1/2/2016,2016
Mia,Brooklyn,Bedford-Stuyvesant,40.69224,-73.95865,Private room,45,14,0,,
Rosie,Brooklyn,Williamsburg,40.71684,-73.95907,Private room,110,1,48,12/27/2018,2018
Mateo,Manhattan,Harlem,40.82879,-73.93821,Entire home/apt,80,3,3,8/15/2017,2017
Richard,Manhattan,Washington Heights,40.85131,-73.94059,Private room,75,1,0,,
Lauren,Manhattan,West Village,40.73752,-74.00113,Entire home/apt,700,1,0,,
Gohe,Brooklyn,Williamsburg,40.71297,-73.96409,Entire home/apt,165,2,5,4/29/2018,2018
Lauren,Brooklyn,Williamsburg,40.71198,-73.96114,Private room,80,2,12,5/19/2019,2019
Marc,Brooklyn,South Slope,40.66564,-73.98465,Entire home/apt,145,3,133,7/7/2019,2019
Danica,Manhattan,Lower East Side,40.71343,-73.98826,Private room,125,1,0,,
Kate,Brooklyn,Bushwick,40.70338,-73.91374,Private room,45,1,2,8/7/2015,2015
Memo & Iso,Brooklyn,Bedford-Stuyvesant,40.68517,-73.93473,Private room,30,1,107,6/15/2019,2019
Simone,Manhattan,Harlem,40.81894,-73.93871,Private room,81,4,20,4/26/2019,2019
Yovel,Brooklyn,Midwood,40.61814,-73.97078,Entire home/apt,49,4,5,7/4/2019,2019
Christopher,Brooklyn,Sunset Park,40.6655,-73.99501,Entire home/apt,225,3,52,6/25/2019,2019
Amber,Brooklyn,Bedford-Stuyvesant,40.68736,-73.92827,Private room,70,2,131,6/24/2019,2019
Jon,Brooklyn,Park Slope,40.6801,-73.97918,Entire home/apt,120,7,20,5/18/2018,2018
LaNola,Manhattan,East Harlem,40.78828,-73.9484,Entire home/apt,175,1,70,6/27/2019,2019
Grace,Manhattan,Harlem,40.82536,-73.94383,Entire home/apt,130,1,0,,
Rindon,Brooklyn,Prospect-Lefferts Gardens,40.66058,-73.95825,Entire home/apt,130,4,2,8/21/2015,2015
Nicholas,Manhattan,Washington Heights,40.83206,-73.94261,Entire home/apt,150,4,11,7/3/2019,2019
Andrew,Brooklyn,South Slope,40.66934,-73.98793,Entire home/apt,95,5,161,7/1/2019,2019
Greg,Brooklyn,Bushwick,40.68781,-73.91421,Entire home/apt,300,3,18,6/5/2019,2019
Rafik,Queens,Ditmars Steinway,40.7724,-73.90474,Entire home/apt,180,1,145,7/4/2019,2019
Greg,Brooklyn,Bushwick,40.68779,-73.91407,Entire home/apt,375,3,46,6/20/2019,2019
Ale,Brooklyn,Park Slope,40.6777,-73.98106,Private room,75,2,0,,
Marg,Manhattan,Hell's Kitchen,40.7617,-73.99244,Private room,75,5,53,6/26/2019,2019
Anshul,Manhattan,Kips Bay,40.73909,-73.9788,Private room,70,15,0,,
Lisa,Manhattan,Lower East Side,40.71966,-73.99236,Entire home/apt,300,2,5,1/3/2016,2016
Jake,Queens,Sunnyside,40.74137,-73.9234,Private room,60,7,11,9/29/2015,2015
Myrta,Brooklyn,Park Slope,40.66775,-73.98151,Private room,60,3,18,5/24/2019,2019
Kate,Brooklyn,Gowanus,40.67711,-73.99577,Private room,158,2,3,7/6/2015,2015
Aixa,Manhattan,Lower East Side,40.71855,-73.9895,Entire home/apt,184,4,11,6/8/2019,2019
Martin,Manhattan,Washington Heights,40.83721,-73.93894,Private room,50,4,0,,
Anastasia,Manhattan,Chelsea,40.74327,-73.99807,Entire home/apt,230,2,1,6/7/2015,2015
Dave,Manhattan,East Harlem,40.79229,-73.93954,Private room,95,3,24,7/2/2019,2019
Nowme And Ra,Brooklyn,Flatbush,40.64683,-73.95429,Entire home/apt,110,3,58,6/24/2019,2019
Georgina,Manhattan,Harlem,40.81287,-73.95186,Entire home/apt,120,10,7,3/29/2019,2019
Eva Maria,Brooklyn,Bedford-Stuyvesant,40.68023,-73.91047,Entire home/apt,189,2,92,6/30/2019,2019
Rachel,Brooklyn,Bedford-Stuyvesant,40.69666,-73.93548,Entire home/apt,98,10,7,1/6/2016,2016
Lola,Manhattan,Gramercy,40.73391,-73.98552,Entire home/apt,150,3,12,6/10/2019,2019
Sarah,Brooklyn,Crown Heights,40.6737,-73.95913,Entire home/apt,100,1,1,7/6/2015,2015
Ginevra,Brooklyn,Williamsburg,40.71187,-73.96342,Private room,85,1,11,1/23/2019,2019
Alex,Manhattan,East Village,40.72699,-73.98694,Entire home/apt,200,1,0,,
Jim,Manhattan,Upper West Side,40.78283,-73.98396,Entire home/apt,450,3,1,8/2/2015,2015
Justin,Brooklyn,Williamsburg,40.71932,-73.95446,Entire home/apt,250,3,1,6/25/2015,2015
Dave & Nat,Brooklyn,South Slope,40.66526,-73.98449,Private room,100,2,1,6/26/2015,2015
Ernesto,Queens,Astoria,40.76482,-73.92514,Private room,40,2,36,9/16/2017,2017
Kay,Manhattan,East Harlem,40.79601,-73.93454,Private room,50,2,0,,
Quentin,Manhattan,Harlem,40.80133,-73.95251,Private room,80,1,0,,
Julia,Brooklyn,Flatbush,40.63915,-73.95451,Entire home/apt,90,6,33,5/31/2017,2017
Danny And June,Brooklyn,Clinton Hill,40.69374,-73.96727,Entire home/apt,150,4,2,4/24/2019,2019
Brittany,Brooklyn,Williamsburg,40.71681,-73.96141,Private room,80,1,7,11/2/2015,2015
Levi & Kaz,Manhattan,Upper West Side,40.78602,-73.97729,Private room,89,2,133,7/1/2019,2019
Nick,Brooklyn,Williamsburg,40.70784,-73.94698,Private room,90,2,15,6/30/2019,2019
Helen,Brooklyn,Bedford-Stuyvesant,40.68606,-73.95832,Entire home/apt,91,2,16,7/7/2019,2019
Abigail,Manhattan,Financial District,40.7061,-74.0157,Private room,85,1,2,11/26/2016,2016
Andrea,Manhattan,Lower East Side,40.71968,-73.98708,Entire home/apt,250,3,68,6/8/2019,2019
Carlos,Queens,Long Island City,40.75529,-73.92961,Private room,50,1,4,6/15/2019,2019
Brian,Manhattan,West Village,40.73204,-74.00399,Entire home/apt,160,4,0,,
Romain,Manhattan,Morningside Heights,40.81165,-73.95639,Private room,60,9,7,8/15/2017,2017
Robert,Brooklyn,Prospect-Lefferts Gardens,40.66205,-73.96301,Entire home/apt,150,5,12,1/4/2018,2018
Brian,Brooklyn,Williamsburg,40.71178,-73.94617,Private room,90,1,0,,
Previn,Manhattan,Midtown,40.74801,-73.98817,Entire home/apt,225,3,11,5/16/2016,2016
Jonathan,Queens,Richmond Hill,40.70054,-73.83781,Entire home/apt,290,4,13,11/20/2018,2018
Chris,Brooklyn,Fort Greene,40.68711,-73.9747,Entire home/apt,95,3,1,7/27/2015,2015
Florian,Manhattan,Washington Heights,40.84239,-73.93574,Entire home/apt,139,4,3,9/27/2016,2016
Sveva,Brooklyn,Bay Ridge,40.63314,-74.02896,Entire home/apt,295,5,4,4/27/2019,2019
Ariel,Manhattan,Lower East Side,40.7192,-73.99139,Private room,140,1,221,6/18/2019,2019
Anna,Manhattan,Upper East Side,40.76555,-73.95791,Entire home/apt,399,3,38,7/1/2019,2019
Michael,Manhattan,Nolita,40.72299,-73.99344,Private room,100,7,11,10/24/2017,2017
Alex,Brooklyn,Williamsburg,40.71082,-73.94276,Private room,80,10,1,10/11/2015,2015
Joseph,Manhattan,Upper West Side,40.77689,-73.98103,Entire home/apt,135,5,8,5/18/2019,2019
Alexander,Manhattan,Chelsea,40.73783,-73.99383,Private room,100,21,0,,
Nick,Brooklyn,Williamsburg,40.71084,-73.96557,Entire home/apt,175,3,2,7/6/2016,2016
Kristy,Manhattan,East Harlem,40.79478,-73.93416,Private room,70,2,32,6/24/2019,2019
Brian,Brooklyn,Williamsburg,40.70569,-73.95329,Private room,50,1,1,6/12/2015,2015
Laramie,Brooklyn,Bushwick,40.69038,-73.91462,Private room,52,18,24,5/8/2019,2019
Kristin,Manhattan,West Village,40.73267,-74.00379,Private room,140,3,64,6/20/2019,2019
Gunnar,Manhattan,West Village,40.73592,-74.00492,Entire home/apt,169,4,11,3/19/2016,2016
Francesca,Brooklyn,South Slope,40.66561,-73.98843,Entire home/apt,173,3,1,7/27/2015,2015
Susan,Brooklyn,Boerum Hill,40.68932,-73.99082,Entire home/apt,169,2,49,6/26/2019,2019
Malisa,Brooklyn,Flatlands,40.62787,-73.94276,Shared room,27,5,0,,
Nacer,Manhattan,Upper West Side,40.79828,-73.97231,Entire home/apt,150,5,6,8/30/2016,2016
Kim,Brooklyn,Bedford-Stuyvesant,40.6924,-73.96029,Entire home/apt,145,5,25,1/2/2018,2018
Claudio & Rose,Manhattan,East Harlem,40.79052,-73.94364,Private room,70,1,33,5/11/2019,2019
Anna,Brooklyn,Prospect-Lefferts Gardens,40.66016,-73.95382,Entire home/apt,205,3,1,1/6/2019,2019
Kate,Manhattan,Murray Hill,40.74522,-73.97505,Entire home/apt,145,5,18,6/1/2019,2019
Pauline,Brooklyn,Canarsie,40.64372,-73.90361,Private room,88,2,12,6/28/2019,2019
Benjamin,Brooklyn,Fort Greene,40.6882,-73.97719,Entire home/apt,179,30,0,,
Elvira,Brooklyn,Park Slope,40.67376,-73.98397,Entire home/apt,200,365,4,6/16/2018,2018
Carly,Brooklyn,Prospect Heights,40.67904,-73.967,Entire home/apt,165,2,13,7/4/2016,2016
Meryl,Brooklyn,Clinton Hill,40.68402,-73.96637,Private room,89,4,0,,
Besinfe,Manhattan,Harlem,40.83155,-73.94804,Private room,85,1,52,6/19/2019,2019
Jeremy,Manhattan,Upper East Side,40.78071,-73.95309,Entire home/apt,240,5,4,2/23/2019,2019
Marc,Brooklyn,Bedford-Stuyvesant,40.69154,-73.95544,Entire home/apt,95,5,4,6/3/2016,2016
Becca,Brooklyn,Williamsburg,40.71018,-73.94988,Private room,99,1,0,,
Julie,Brooklyn,Bushwick,40.70168,-73.92845,Private room,70,1,20,5/27/2019,2019
Peter,Brooklyn,Bushwick,40.70323,-73.92836,Entire home/apt,99,1,3,9/9/2015,2015
Marc,Brooklyn,Williamsburg,40.7123,-73.95401,Entire home/apt,177,3,78,6/3/2019,2019
Sally,Manhattan,East Village,40.73082,-73.98182,Entire home/apt,120,30,0,,
Tom,Manhattan,West Village,40.73608,-74.00039,Entire home/apt,300,1,7,3/26/2016,2016
Claudio & Rose,Manhattan,East Harlem,40.79131,-73.94344,Private room,40,1,62,7/5/2019,2019
Diana,Manhattan,East Village,40.72639,-73.98875,Entire home/apt,280,2,29,1/1/2019,2019
Iris,Queens,Kew Gardens,40.70945,-73.83132,Private room,59,9,12,5/31/2019,2019
Alison,Brooklyn,Bedford-Stuyvesant,40.68657,-73.94072,Entire home/apt,100,3,1,10/6/2016,2016
Admir,Manhattan,Hell's Kitchen,40.7611,-73.99316,Entire home/apt,150,4,1,7/5/2015,2015
Linda,Manhattan,Harlem,40.79982,-73.95405,Entire home/apt,140,1,52,5/28/2019,2019
Yaron,Manhattan,Chelsea,40.73857,-73.99787,Entire home/apt,400,1,4,12/31/2017,2017
Joedan,Brooklyn,Park Slope,40.68018,-73.97557,Entire home/apt,250,6,0,,
Jessica,Manhattan,Harlem,40.82398,-73.94846,Private room,75,1,59,9/15/2017,2017
Jessica,Brooklyn,Prospect Heights,40.67679,-73.96502,Entire home/apt,175,4,34,6/30/2019,2019
Alfredo,Manhattan,Harlem,40.80132,-73.9547,Private room,85,1,19,6/27/2019,2019
Alexa,Brooklyn,Williamsburg,40.71162,-73.94551,Private room,125,1,0,,
Benjamin,Brooklyn,Bedford-Stuyvesant,40.68356,-73.95851,Entire home/apt,179,30,0,,
Michelle,Manhattan,East Village,40.72865,-73.98023,Entire home/apt,150,35,7,1/2/2016,2016
Sally,Manhattan,East Village,40.73037,-73.98158,Entire home/apt,197,30,1,3/10/2018,2018
Ilene,Brooklyn,Clinton Hill,40.68385,-73.96748,Private room,68,7,0,,
Natasha,Manhattan,Lower East Side,40.71661,-73.98916,Entire home/apt,150,3,1,8/1/2015,2015
Pianpian Carolyn,Brooklyn,Gravesend,40.6046,-73.97772,Private room,69,1,0,,
Sandra,Manhattan,Upper East Side,40.76832,-73.96118,Entire home/apt,200,1,4,1/31/2016,2016
Danyel,Manhattan,Hell's Kitchen,40.76127,-73.99161,Entire home/apt,125,3,0,,
Megan,Manhattan,Chelsea,40.73969,-73.99447,Private room,130,3,11,5/11/2019,2019
Emilie,Manhattan,East Harlem,40.79435,-73.94071,Private room,97,1,0,,
Julie,Brooklyn,Bushwick,40.70161,-73.92919,Shared room,50,1,9,5/5/2019,2019
Hadrien,Brooklyn,Bedford-Stuyvesant,40.68566,-73.95808,Entire home/apt,175,1,5,12/29/2017,2017
Samuel,Brooklyn,Williamsburg,40.70621,-73.94903,Private room,100,1,1,6/15/2015,2015
Alexandre,Brooklyn,Bedford-Stuyvesant,40.68207,-73.93279,Entire home/apt,150,4,70,6/26/2019,2019
Heather,Manhattan,Murray Hill,40.74912,-73.98007,Entire home/apt,145,30,2,5/11/2016,2016
Daphne,Manhattan,Harlem,40.82875,-73.94574,Private room,100,1,0,,
Leiya,Manhattan,Hell's Kitchen,40.75885,-73.99584,Private room,130,7,2,11/7/2015,2015
Stavros,Queens,Flushing,40.75394,-73.80538,Private room,45,2,186,6/26/2019,2019
Nadine,Brooklyn,Clinton Hill,40.68542,-73.96103,Entire home/apt,600,4,28,6/23/2019,2019
Nicholas,Brooklyn,Williamsburg,40.70877,-73.94889,Entire home/apt,125,3,20,5/7/2017,2017
Elizabeth,Brooklyn,Fort Greene,40.69023,-73.98086,Entire home/apt,95,2,0,,
Lauren,Manhattan,Nolita,40.72227,-73.99526,Entire home/apt,130,1,13,10/9/2016,2016
Alexa,Queens,Long Island City,40.76177,-73.92627,Private room,44,28,14,4/20/2019,2019
Alyson,Brooklyn,Bushwick,40.69207,-73.92312,Entire home/apt,190,1,0,,
Jacqueline,Manhattan,Lower East Side,40.71748,-73.98364,Private room,60,1,0,,
Carole,Brooklyn,South Slope,40.66136,-73.98437,Entire home/apt,199,1,1,6/6/2015,2015
Abe,Brooklyn,Williamsburg,40.71366,-73.94021,Entire home/apt,49,7,1,6/9/2015,2015
Meagan,Manhattan,Marble Hill,40.87495,-73.90982,Private room,45,2,1,11/9/2015,2015
Nat,Manhattan,Nolita,40.72287,-73.99593,Entire home/apt,265,2,90,6/22/2019,2019
Alissa,Brooklyn,Clinton Hill,40.68623,-73.96755,Entire home/apt,220,30,1,8/9/2015,2015
Susan,Brooklyn,Windsor Terrace,40.65766,-73.97927,Private room,52,2,53,7/7/2019,2019
Chris,Brooklyn,Williamsburg,40.72006,-73.95694,Entire home/apt,180,2,6,1/2/2019,2019
David & Derek,Manhattan,Upper East Side,40.78165,-73.94825,Entire home/apt,127,2,30,3/17/2019,2019
Corey,Manhattan,East Village,40.72354,-73.9819,Private room,108,2,17,8/1/2016,2016
Iris,Queens,Flushing,40.75529,-73.83043,Entire home/apt,150,7,1,11/1/2015,2015
Sean,Brooklyn,Prospect Heights,40.67604,-73.96875,Entire home/apt,440,4,23,6/23/2019,2019
Alice,Manhattan,Chelsea,40.7465,-73.991,Private room,100,1,2,8/24/2015,2015
Marla,Brooklyn,Bedford-Stuyvesant,40.6913,-73.92934,Entire home/apt,200,3,4,3/25/2019,2019
Eddie,Brooklyn,Flatbush,40.63485,-73.96208,Entire home/apt,175,1,0,,
Alberto,Manhattan,Hell's Kitchen,40.75335,-73.99525,Entire home/apt,180,3,2,5/19/2019,2019
Yazmany,Manhattan,Chinatown,40.7142,-73.99119,Entire home/apt,250,5,14,12/29/2018,2018
Sandrine,Bronx,Longwood,40.8198,-73.90341,Private room,99,1,0,,
Tim,Brooklyn,Sunset Park,40.65972,-73.9937,Private room,75,7,0,,
Amanda,Brooklyn,Carroll Gardens,40.67885,-74.00027,Entire home/apt,150,5,5,8/28/2016,2016
Liora,Queens,Sunnyside,40.74573,-73.92261,Private room,49,6,15,12/8/2017,2017
Allison,Manhattan,Chelsea,40.73692,-73.99219,Entire home/apt,1495,1,11,11/16/2016,2016
Joshua,Manhattan,East Village,40.72132,-73.98263,Entire home/apt,100,5,0,,
Tara,Brooklyn,Williamsburg,40.71056,-73.94906,Private room,110,1,1,6/18/2015,2015
Ryan,Queens,Astoria,40.75929,-73.9173,Private room,45,10,1,8/14/2015,2015
Jessica,Manhattan,Harlem,40.80144,-73.95193,Entire home/apt,399,4,15,4/29/2019,2019
Ali,Brooklyn,Williamsburg,40.71506,-73.96182,Private room,103,2,1,2/15/2017,2017
Maria,Bronx,Norwood,40.87225,-73.88748,Private room,33,7,40,11/27/2018,2018
Anthony And Laura,Queens,Rego Park,40.7262,-73.8672,Entire home/apt,86,3,3,8/29/2017,2017
Khamis,Queens,Ditmars Steinway,40.78112,-73.91079,Entire home/apt,110,5,5,9/10/2018,2018
Ian,Brooklyn,Bushwick,40.70264,-73.91702,Entire home/apt,160,2,3,11/13/2015,2015
Adam,Queens,Ditmars Steinway,40.77583,-73.9131,Private room,50,3,0,,
Mike,Brooklyn,Fort Greene,40.68881,-73.97391,Private room,55,1,1,3/24/2016,2016
Nathan,Brooklyn,Park Slope,40.66866,-73.98214,Private room,100,14,0,,
Justin,Manhattan,Harlem,40.82608,-73.9525,Private room,80,2,185,6/19/2019,2019
Tiphaine,Queens,Sunnyside,40.74147,-73.91997,Entire home/apt,85,1,2,9/8/2015,2015
Kevin,Manhattan,Upper East Side,40.767,-73.95456,Private room,100,1,0,,
Mike,Brooklyn,Bedford-Stuyvesant,40.68447,-73.9543,Entire home/apt,275,3,21,11/24/2018,2018
L.M.,Manhattan,Midtown,40.75549,-73.97149,Entire home/apt,450,2,2,7/2/2015,2015
Craig,Brooklyn,Crown Heights,40.67547,-73.95711,Private room,80,1,0,,
Sheri,Manhattan,Upper East Side,40.76217,-73.96622,Entire home/apt,275,1,0,,
Aparna,Manhattan,Harlem,40.80748,-73.94922,Entire home/apt,120,2,1,6/24/2015,2015
Yury,Manhattan,Upper East Side,40.76685,-73.95265,Entire home/apt,250,5,0,,
Stefanie,Brooklyn,Park Slope,40.6669,-73.97827,Entire home/apt,250,2,1,9/11/2016,2016
Yassine,Queens,Astoria,40.76561,-73.92056,Private room,85,1,3,5/12/2019,2019
Tim,Manhattan,East Village,40.72879,-73.98575,Private room,100,7,2,6/26/2015,2015
Pj,Brooklyn,Williamsburg,40.70873,-73.95219,Private room,65,1,107,5/13/2018,2018
Frances,Queens,Flushing,40.74024,-73.83105,Private room,68,1,222,7/4/2019,2019
Willem,Manhattan,Upper East Side,40.77878,-73.94491,Entire home/apt,170,10,11,5/16/2017,2017
Michelle,Brooklyn,Bensonhurst,40.61625,-73.9916,Private room,50,2,9,6/23/2019,2019
Tanni,Brooklyn,Bushwick,40.69093,-73.91291,Private room,45,30,1,11/25/2016,2016
Stat,Brooklyn,East Flatbush,40.66079,-73.9342,Private room,48,30,2,9/22/2018,2018
Stat,Brooklyn,East Flatbush,40.66058,-73.93383,Private room,43,30,1,11/28/2015,2015
Stat,Brooklyn,East Flatbush,40.66037,-73.93316,Private room,47,30,0,,
Georgina,Manhattan,Chelsea,40.74558,-74.00325,Entire home/apt,260,2,2,12/30/2018,2018
Anton,Brooklyn,Flatbush,40.638,-73.96742,Entire home/apt,75,7,0,,
Ze,Manhattan,Murray Hill,40.74786,-73.97277,Shared room,160,1,0,,
Rony,Bronx,Kingsbridge,40.88238,-73.90689,Entire home/apt,159,3,8,6/2/2019,2019
Victoria,Brooklyn,Bedford-Stuyvesant,40.68354,-73.92612,Private room,50,7,3,12/29/2016,2016
Jamie,Brooklyn,Prospect-Lefferts Gardens,40.6637,-73.94644,Entire home/apt,100,5,0,,
Beverly,Brooklyn,Bedford-Stuyvesant,40.68972,-73.95629,Entire home/apt,60,5,5,11/25/2015,2015
Adrienne,Brooklyn,Cobble Hill,40.68701,-73.99054,Private room,80,2,4,2/16/2018,2018
Adrienne,Brooklyn,Boerum Hill,40.68542,-73.98916,Entire home/apt,115,4,13,5/14/2019,2019
Sabrina,Manhattan,Chelsea,40.74688,-74.00145,Entire home/apt,200,1,4,9/16/2017,2017
Dalton,Queens,Springfield Gardens,40.68491,-73.75895,Entire home/apt,160,3,29,1/16/2019,2019
Liu,Manhattan,Harlem,40.80352,-73.95079,Entire home/apt,109,3,1,8/29/2015,2015
Sammy,Brooklyn,Crown Heights,40.66913,-73.93199,Private room,25,2,5,12/31/2018,2018
Dimitri,Brooklyn,Prospect Heights,40.67731,-73.96683,Entire home/apt,280,5,5,8/21/2018,2018
Romain,Queens,Astoria,40.76774,-73.92414,Entire home/apt,120,1,0,,
Thomas,Brooklyn,Williamsburg,40.71444,-73.96024,Entire home/apt,98,3,8,6/24/2017,2017
Sandy,Brooklyn,Williamsburg,40.71676,-73.9439,Private room,70,2,99,6/16/2019,2019
Juliet,Brooklyn,Bedford-Stuyvesant,40.68814,-73.93089,Private room,55,10,14,5/6/2019,2019
Elimara,Queens,Ridgewood,40.70737,-73.91439,Entire home/apt,100,3,17,12/11/2018,2018
Alexander,Manhattan,Chelsea,40.7481,-74.00533,Entire home/apt,200,5,1,7/5/2015,2015
Claire,Manhattan,Lower East Side,40.71937,-73.99098,Entire home/apt,120,1,11,6/29/2017,2017
Naum & Alexandra,Brooklyn,Greenpoint,40.73401,-73.95471,Entire home/apt,150,14,1,9/1/2015,2015
Florence,Staten Island,Dongan Hills,40.58115,-74.09182,Entire home/apt,155,3,63,6/22/2019,2019
Mariano,Brooklyn,Williamsburg,40.71458,-73.96181,Private room,60,7,6,11/13/2017,2017
Adriana,Manhattan,Murray Hill,40.74798,-73.9814,Private room,200,1,1,6/21/2015,2015
Ana,Manhattan,Upper East Side,40.77259,-73.95647,Entire home/apt,200,3,47,3/24/2019,2019
Chris,Brooklyn,Williamsburg,40.70645,-73.9379,Shared room,25,1,25,4/28/2019,2019
Lydia,Manhattan,West Village,40.73742,-74.00171,Entire home/apt,199,2,14,5/8/2016,2016
"Hans, Sandra & Son",Staten Island,Tompkinsville,40.62154,-74.08701,Private room,49,2,100,6/29/2019,2019
Andrea,Manhattan,Morningside Heights,40.81666,-73.96074,Entire home/apt,105,15,33,1/2/2019,2019
Rhemy,Brooklyn,Bedford-Stuyvesant,40.68649,-73.92783,Private room,49,1,107,7/6/2019,2019
Roger,Manhattan,Upper West Side,40.77818,-73.98959,Entire home/apt,256,4,11,7/27/2017,2017
Tom,Manhattan,NoHo,40.7259,-73.9939,Entire home/apt,499,3,35,5/27/2019,2019
Christina,Brooklyn,Fort Greene,40.68662,-73.97602,Private room,90,4,32,7/3/2019,2019
Simone,Brooklyn,Sunset Park,40.66002,-73.99073,Entire home/apt,80,4,152,6/19/2019,2019
Damien,Brooklyn,Williamsburg,40.71054,-73.95669,Entire home/apt,180,3,35,1/28/2017,2017
Amanda,Manhattan,Chelsea,40.74121,-74.00122,Entire home/apt,145,6,2,6/26/2017,2017
Samuel,Brooklyn,Williamsburg,40.70799,-73.94888,Private room,100,1,1,6/15/2015,2015
Doris,Brooklyn,Crown Heights,40.67837,-73.95517,Entire home/apt,150,3,208,7/1/2019,2019
Alix,Brooklyn,Kensington,40.6345,-73.97271,Private room,95,2,0,,
Vuong,Brooklyn,Bedford-Stuyvesant,40.68491,-73.94919,Private room,55,5,4,2/8/2018,2018
Gabriela,Brooklyn,Williamsburg,40.71154,-73.96424,Entire home/apt,147,3,55,12/26/2018,2018
Liz,Manhattan,Midtown,40.74642,-73.98516,Entire home/apt,220,3,108,6/21/2019,2019
Junyuan,Manhattan,Morningside Heights,40.81656,-73.96122,Private room,70,1,0,,
Daniel,Brooklyn,Williamsburg,40.71085,-73.94894,Entire home/apt,100,1,0,,
Hans,Manhattan,Upper East Side,40.77635,-73.94813,Entire home/apt,888,2,42,7/7/2019,2019
Peter,Brooklyn,Bedford-Stuyvesant,40.68675,-73.94497,Private room,40,1,1,7/28/2015,2015
Andrea,Queens,Astoria,40.75706,-73.91834,Private room,70,1,7,5/25/2016,2016
Maddie,Brooklyn,Sunset Park,40.64465,-74.01881,Private room,150,1,1,6/12/2015,2015
Monica,Brooklyn,Greenpoint,40.73511,-73.95551,Private room,75,7,1,11/15/2016,2016
Sunita,Brooklyn,Bushwick,40.69545,-73.92336,Entire home/apt,85,5,2,6/20/2015,2015
Scott,Manhattan,East Harlem,40.79596,-73.94958,Entire home/apt,124,3,6,8/26/2016,2016
